ID_VUZ,Наименование,Город,Адрес,Телефон,Почта,Сайт,Описание
189,Краснодарский кооперативный институт (филиал) Российского университета кооперации,Краснодар,"г. Краснодар, ул. им. Митрофана Седина, д. 168/1; ",+7 (861) 255-29-21,krasnodar@rucoop.ru,http://krasnodar.ruc.su/,"Краснодарский институт кооперации осуществляет подготовку экономистов, юристов, менеджеров, технологов общественного питания, работников сферы сервиса, специалистов в области бизнес-информатики."
190,Северо-Кавказский социальный институт,Ставрополь,"г. Ставрополь, ул. Голенева, д. 59А",+7 (8652) 94-53-48,abitur@sksi.ru,http://new.sksi.ru/,"Северо-Кавказский социальный институт готовит специалистов по  востребованным направлениям: экономическим, философским, юридическим, педагогическим, психологическим и социологическим."
191,Тульский государственный педагогический университет им. Л.Н. Толстого,Тула,"г. Тула, пр.Ленина, д. 125",+7 (4872) 35-40-60,info@tsput.ru,http://tsput.ru/,"Тульский государственный педагогический университет имени Л.Н. Толстого – один из ведущих педагогических вузов системы высшего профессионального образования России, сохраняющий лучшие традиции отечественной академической науки и отвечающий на все вызовы времени. Здесь готовят не только педагогические кадры, но и специалистов социально-экономического, гуманитарного, технического и сельскохозяйственного профилей."
192,Тульский государственный университет,Тула,"г. Тула, пр. Ленина, д. 92 ",+7 (4872) 332-332,info@tsu.tula.ru,http://tsu.tula.ru/,"Тульский государственный университет готовит бакалавров, специалистов и магистров по 150 образовательным программам оборонно-технического, технологического, горно-строительного, компьютерно-информационного, естественнонаучного, экономического, правового, социально-гуманитарного и медицинского профилей."
193,Липецкий государственный технический университет,Липецк,"г. Липецк, ул. Московская, д. 30",+7 (4742) 328-223,mailbox@stu.lipetsk.ru,http://www.stu.lipetsk.ru/,"Липецкий государственный технический университет готовит специалистов для машиностроения, металлургии, транспортной отрасли, химической технологии, экономистов, менеджеров и многих других."
194,Санкт-Петербургский государственный университет промышленных технологий и дизайна,Санкт-Петербург,"г. Санкт-Петербург, ул. Большая Морская, д. 18","+7 (812) 315-07-47, 571-81-49 (приемная комиссия)",priemcom@sutd.ru,http://www.sutd.ru,Санкт-Петербургский государственный университет промышленных технологий и дизайна – крупнейший многоуровневый университет России художественно-технологического профиля.
195,Северо-Кавказский федеральный университет,Ставрополь,"г. Ставрополь, ул. Пушкина, д. 1",+7 (8652) 95-68-08,info@ncfu.ru,http://www.ncfu.ru,"Университет готовит специалистов в области биотехнологий, нанотехнологий, информационных систем и математики, социально-гуманитарной, финансово-экономической, сферы сервиса, экологии, технологий нефтегазового комплекса."
196,Вятский государственный университет,Киров,"г. Киров, ул. Московская, д. 36",+7 (8332) 74-29-29; +7 (8332) 64-89-89,prcom@vyatsu.ru,https://www.vyatsu.ru/,"Вятский государственный университет (ВятГУ) - это классический университет с широчайшим спектром  профессиональных образовательных программ, ведущий подготовку специалистов по гуманитарным, техническим, творческим, информационным, экономическим и юридическим направлениям."
197,Чувашский государственный университет имени И.Н. Ульянова,Чебоксары,"г. Чебоксары, пр. Московский, д. 15",+7 (8352) 58-30-36,office@chuvsu.ru,http://www.chuvsu.ru/,"Чувашский государственный университет имени И.Н. Ульянова - один из инновационных центров, ведущий научный, образовательный и культурный центр Чувашской Республики. Ведет образование по широкому спектру направлений гуманитарного, естественно-научного, технического профиля."
198,Волжский филиал Московского автомобильно-дорожного государственного технического университета (МАДИ),Чебоксары,"г. Чебоксары, пр. Тракторостроителей, д. 101, к. 30","+7 (8352) 63-47-63, +7 (8352) 63-49-87",vfmadi@mail.ru,http://www.vf.madi.ru/,"Волжский филиал Московского автомобильно-дорожного государственного технического университета (МАДИ) готовит специалистов по эксплуатации и ремонту автомобильного транспорта, организации перевозок, безопасности дорожного движения, а также экономистов и IT-специалистов на транспорте, строителей автомобильных дорог и мостов."
199,Чебоксарский институт (филиал) Московского политехнического университета,Чебоксары,"г. Чебоксары, ул. К. Маркса, д. 54",+7 (8352) 62-63-22,pk@polytech21.ru,http://www.polytech21.ru/,"Чебоксарский институт (филиал) Московского политехнического университета предлагает высшее образование в областях строительства, металлургии, технологии машиностроения и транспорта, экономики, менеджмента, юриспруденции."
200,Волгоградский кооперативный институт (филиал) Российского университета кооперации,Волгоград,"г. Волгоград, ул. Новосибирская, д. 76",+7 (8442) 41-76-97; +7 (8442) 41-76-93 ,volgograd@rucoop.ru,http://volgograd.ruc.su/,"Волгоградский кооперативный институт (филиал) Российского университета кооперации готовит специалистов для системы потребительской кооперации и других сфер экономики, способных работать в различных коммерческих структурах, маркетинговых службах, торговых предприятиях, предприятиях сферы обслуживания, общественного питания, налоговых инспекциях, банках, аудиторских фирмах, таможенных службах, правоохранительных органах, структурах государственной власти и других организациях и предприятиях в нашей стране и за рубежом."
201,Ярославский государственный технический университет,Ярославль,"г. Ярославль, Московский пр., д. 88",+7 (4852) 44-15-30,rector@ystu.ru,http://www.ystu.ru,"Крупнейший в области технический вуз ведет подготовку специалистов для химической, энергетической, машиностроительной отраслей."
202,Московский государственный университет пищевых производств,Москва,"г. Москва, Волоколамское шоссе, д. 11",+7 (499) 750-00-05; +7 (499) 158-71-84,mgupp@mgupp.ru,http://www.mgupp.ru/,"Московский государственный университет пищевых производств – крупный учебный и научный центр, готовящий специалистов в сфере пищевых производств и технологий, биомедицины и ветеринарии."
203,Дагестанский государственный университет,Махачкала,"г. Махачкала, ул. Гаджиева, д. 43-а",+7 (8722) 56-21-16,dgu@dgu.ru,http://dgu.ru,"Дагестанский государственный университет - крупнейший вуз Республики Дагестан. В настоящее время ДГУ осуществляет подготовку специалистов по широкому спектру естественно-научных, гуманитарных, экономических, технических специальностей и направлений."
204,Дагестанский государственный университет народного хозяйства,Махачкала,"г. Махачкала, ул. Д. Атаева, д. 5",+7 (8722) 56-56-83,dgunh@dgunh.ru,http://dgunh.ru/,"Дагестанский государственный университет народного хозяйства - крупный вуз Дагестана, ведущий подготовку специалистов в области строительства, землеустройства, информационных технологий, экономики, менеджмента, лингвистики и юриспруденции."
205,Дагестанский государственный технический университет,Махачкала,"Республика Дагестан, г. Махачкала, проспект Имама Шамиля, 70","+7 (8722) 62-37-61, +7 (8722) 62-45-45",dstu@dstu.ru,http://dstu.ru/,"Дагестанский государственный технический университет - высшее учебное заведение, на протяжении многих лет являющееся лидером в подготовке инженерных кадров, грамотных управленцев, экономистов и профессионалов во многих других областях."
206,Дагестанский гуманитарный институт,Махачкала,"г. Махачкала, ул. Дахадаева, д. 136",+7 (961) 838-61-23,mail@daggum.ru,http://daggum.ru/ru/,"Дагестанский гуманитарный институт (ДГИ) готовит специалистов в области лингвистики, журналистики, исламской теологии, экономики и бизнес-информатики. Уникальность ДГИ заключается в сочетании светского и религиозного образования, усиленном духовно-нравственном воспитании студентов на основе требований ислама."
207,Брянский государственный университет имени академика И.Г. Петровского,Брянск,"г. Брянск, ул. Бежицкая, д. 14",+7 (4832) 66-64-31,bryanskgu@mail.ru,http://www.brgu.ru/,Брянский государственный университет имени академика И.Г. Петровского - крупнейший учебно-методический комплекс и культурно-просветительский центр в Брянской области.
208,"Санкт-Петербургский национальный исследовательский университет информационных технологий, механики и оптики",Санкт-Петербург,"г. Санкт-Петербург, Кронверкский пр., д. 49",+7 (812) 232-97-04,org@mail.ifmo.ru,http://www.ifmo.ru/,"Университет ИТМО - крупный государственный вуз Санкт-Петербурга, один из национальных исследовательских университетов России. Уникальный научно-образовательный профиль вуза - информационные технологии и фотоника. ИТМО считается мировой кузницей кадров для IT-отрасли."
209,Брянский государственный инженерно-технологический университет,Брянск,"г. Брянск, проспект Станке Димитрова, д. 3",+7 (4832) 64-99-12,priem@bgitu.ru,http://www.bgitu.ru/,"Брянский государственный инженерно-технологический университет – это один из старейших вузов Брянской области. БГИТУ готовит кадры для лесного хозяйства и лесопромышленного комплекса, для промышленного и гражданского строительства. Выпускает специалистов в области инженерной экологии, ландшафтной архитектуры, государственного и муниципального управления, технологии деревообработки, строительства автомобильных дорог, информационных систем. Ведет подготовку специалистов и по эксклюзивным направлениям: экономическая безопасность, сметное дело в строительстве, садоводство, энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии."
210,Брянский государственный технический университет,Брянск,"г. Брянск, бульвар 50 лет Октября, д. 7",+7 (4832) 58-82-64,pk@tu-bryansk.ru,http://www.tu-bryansk.ru/,"Брянский государственный технический университет является одним из старейших и ведущих учебных заведений Брянской области. Основное направление деятельности БГТУ - подготовка инженеров машиностроительных специальностей и научные исследования в различных областях машиностроения. Кроме того, осуществляется обучение специалистов по экономическим, компьютерным и общетехническим специальностям."
211,Брянский областной казачий институт технологий и управления (филиал) Московского государственного университета технологий и управления имени К.Г. Разумовского (Первого казачьего университета),Брянск,"Брянская обл., г. Унеча, ул. Комсомольская, д. 3, лит. А",+7 (48351) 2-82-34,unecha@mgutm.ru,ufmgutu.ru,"Брянский областной казачий институт технологий и управления (филиал) Московского государственного университета технологий и управления имени К.Г. Разумовского (Первого казачьего университета) готовит специалистов в области технологии пищевых производств, экономики, прикладной информатики, товароведения для перерабатывающей, пищевой промышленности и индустрии питания."
212,Санкт-Петербургский филиал Национального исследовательского университета «Высшая школа экономики»,Санкт-Петербург,"г. Санкт-Петербург, ул. Кантемировская, д. 3, корп.1, лит. А, ком. 239 ",+7 (812) 644-62-12,abitur-spb@hse.ru,https://spb.hse.ru/,Санкт-Петербургский филиал Национального исследовательского университета «Высшая школа экономики» - один из лидеров в социально-экономическом и гуманитарном образовании Северо-Западного региона России.
213,Пензенский государственный университет,Пенза,"г. Пенза, ул. Красная, д. 40",+7 (8412) 36-84-00 ,priem@pnzgu.ru,https://www.pnzgu.ru/,"Пензенский государственный университет – крупнейший образовательный, научно-исследовательский и консалтинговый центр Пензенской области."
214,Пензенский государственный технологический университет,Пенза,"г. Пенза, проезд Байдукова, д. 1а",+7 (8412) 20-42-27,prk@penzgtu.ru,http://www.penzgtu.ru/,"Пензенский государственный технологический университет - университет, готовящий специалистов в разнообразных областях современной технологии, техники и экономики."
215,Ульяновский государственный университет,Ульяновск,"г. Ульяновск, ул. Л. Толстого, д. 42",+7 (8422) 41-20-90,pk@ulsu.ru,http://abiturient.ulsu.ru/,"Ульяновский государственный университет - центр инновационного, технологического и социального развития региона."
216,Национальный исследовательский технологический университет «МИСиС»,Москва,"г. Москва, Ленинский проспект, д. 4",+7 (495) 638-46-78; +7 (495) 638-45-16,vopros@misis.ru,http://misis.ru/,"НИТУ «МИСиС» – один из наиболее динамично развивающихся научно-образовательных центров России, отмечающий в 2018 году 100-летие со дня основания Московской горной академии, преемником которой является."
217,Санкт-Петербургский государственный университет промышленных технологий и дизайна,Санкт-Петербург,"г. Санкт-Петербург, ул. Большая Морская, д. 18","+7 (812) 315-07-47, 571-81-49 (приемная комиссия)",priemcom@sutd.ru,http://www.sutd.ru,Санкт-Петербургский государственный университет промышленных технологий и дизайна – крупнейший многоуровневый университет России художественно-технологического профиля.
218,Ульяновский государственный технический университет,Ульяновск,"г. Ульяновск, ул. Северный Венец, д. 32",+7 (8422) 43-05-05,pk@ulstu.ru,http://www.ulstu.ru/,Ульяновский государственный технический университет (до 1994 года – Политехнический институт)  – один из крупнейших научно-образовательных центров Повольжья.
219,Тверской государственный университет,Тверь,"г. Тверь, Студенческий пер., д. 12 ",+7 (4822) 32-15-14,priem@tversu.ru,http://priem.tversu.ru/,"Тверской государственный университет – крупный культурный, научный и образовательный центр Верхневолжского региона."
220,Тверской государственный технический университет,Тверь,"г. Тверь, ул. Маршала Конева, д. 12",+7 (4822) 78-70-80,priemtstu@yahoo.com,http://www.tstu.tver.ru/,"Тверской государственный технический университет – крупный научно-образовательный центр Верхневолжья, осуществляющий подготовку инженерных кадров, способных решать задачи модернизации экономики и технологического развития региона и страны в целом."
221,Сургутский государственный университет,Сургут,"г. Сургут, пр. Ленина, д. 1",+7 (3462) 76-29-14,secretar@surgu.ru,http://www.surgu.ru/index,"Сургутский государственный университет ведет подготовку специалистов по широкому перечню гуманитарных, инженерных, естественно-научных направлений. Приоритетными направлениями научно-исследовательской деятельности университета являются: IT-технологии, химия нефти, природопользование, экология, медицина Севера."
222,Чебоксарский кооперативный институт (филиал) Российского университета кооперации,Чебоксары,"г. Чебоксары, пр. М. Горького, д. 24",+7 (8352) 41-98-35 ,omalofeeva@rucoop.ru,http://cheb.ruc.su/,"Чебоксарский кооперативный институт (филиал) РУК готовит специалистов в области экономики, менеджмента, торгового дела, технологии общественного питания, информационных технологий, юриспруденции."
223,Северный (Арктический) федеральный университет имени М. В. Ломоносова,Архангельск,"г. Архангельск, наб. Северной Двины, д. 17, корп. 1",+7 (8182) 21−61−00,priem@narfu.ru,https://narfu.ru/,"Северный (Арктический) федеральный университет имени М. В. Ломоносова — единственный крупнейший вуз страны, расположенный на сухопутной территории Арктической зоны Российской Федерации. Университет предлагает широкий спектр образовательных программ инженерного, естественнонаучного, IT, экономического и гуманитарного профилей подготовки."
224,Якутская государственная сельскохозяйственная академия,Якутск,"г. Якутск, ш.Сергеляхское 3 км., д. 3",+7 (4112) 507-971,ysaa.ykt@gmail.com,http://ysaa.ru/,Якутская государственная сельскохозяйственная академия готовит специалистов для агропромышленного комплекса республики Саха.
225,Северо-Восточный федеральный университет имени М.К. Аммосова,Якутск,"г. Якутск, ул. Кулаковского, д. 42",+7 (4112) 32-00-47,pk_svfu@mail.ru,https://www.s-vfu.ru/,"Северо-Восточный федеральный университет имени М.К. Аммосова является одним из 10 федеральных вузов страны, которые ориентированы на решение геополитических задач и удовлетворение кадровых потребностей крупных межрегиональных инвестиционных проектов. Ведет образование по широкому перечню естественно-научных, гуманитарных, физико-технических направлений."
226,Астраханский государственный университет,Астрахань,"г. Астрахань, ул. Татищева, д. 20, лит. А",+7 (8512) 24-64-07,asu@asu.edu.ru,http://asu.edu.ru,"Астраханский государственный университет - один из самых динамично развивающихся университетов региона, объединяющий в своей работе академические традиции и современные технологии."
227,Астраханский государственный технический университет,Астрахань,"г. Астрахань, ул. Татищева, д. 16",+7 (8512) 61-41-45,astu@astu.org,http://www.astu.org,"Астраханский государственный технический университет является крупнейшим образовательным комплексом Прикаспийского региона, центром инновационных технологий и науки. Университет готовит специалистов в сфере рыбного хозяйства, судостроения, транспорта, нефтегазового дела, информационных технологий, строительства, юриспруденции, менеджмента, инженерии и экономики."
228,Московский инновационный университет,Москва,"г. Москва, ул. Краснобогатырская, д. 10",+7 (495) 963-09-46,prkmiumoskva@mail.ru,http://www.miu-edu.ru/,"Московский инновационный университет осуществляет подготовку юристов, экономистов, управленцев, программистов, специалистов в области международных отношений, туризма и сервиса."
229,Московская гуманитарно-техническая академия,Москва,"г. Москва, 2-й Котляковскй переулок, д. 1, стр. 98",+7 (495) 660-81-60,abiturient@mgta.ru,http://www.mgta.ru/,"Московская гуманитарно-техническая академия осуществляет подготовку специалистов по широкому спектру направлений и специальностей: экономика, лингвистика, психология, педагогика, информатика, управление персоналом, менеджмент, юриспруденция, сервис, туризм, дизайн."
230,Забайкальский государственный университет,Чита,"г. Чита, ул. Чкалова, д. 140",+7 (3022) 35-16-35,abiturient_zabgu@mail.ru,http://entrant.zabgu.ru/,"Забайкальский государственный университет является многопрофильным учебно-научно-инновационным комплексом, осуществляющим многоуровневую подготовку специалистов для промышленных предприятий, государственных, муниципальных органов и силовых структур Забайкалья, Дальнего Востока и Восточной Сибири."
231,Читинский институт (филиал) Байкальского государственного университета,Чита,"г. Чита, ул. Анохина, д. 56",+7 (3022) 32–34–21,abit@bgu-chita.ru ,http://bgu-chita.ru/,"Читинский институт (филиал) Байкальского государственного университета осуществляет подготовку специалистов в области экономики, менеджмента, государственного и муниципального управления, юриспруденции, информатики."
232,Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых,Владимир,"г. Владимир, ул. Горького, д. 87",+7 (4922) 47-99-78,prkom@vlsu.ru,http://prkom.vlsu.ru/,"Владимирский государственный университет имени Александра Григорьевича и Николая Григорьевича Столетовых (ВлГУ) - основной инициатор и интегратор научно-образовательных процессов на территории Владимирской области, формирующий региональный кадровый резерв и генерирующий инновации для приоритетных отраслей и сфер экономики региона."
233,Сибирский государственный индустриальный университет,Новокузнецк,"г. Новокузнецк, пр. Бардина, д. 25",+7 (3843) 77-34-00,pr_com@sibsiu.ru,http://www.sibsiu.ru/,"Сибирский государственный индустриальный университет осуществляет многоуровневую подготовку специалистов по широкому спектру направлений: науки о земле, технические, экономические, физико-математические, химические, гуманитарные, педагогические науки, архитектура, строительство. СибГИУ является единственным вузом за Уралом, который ведет научные исследования и осуществляет подготовку кадров по металлургическому направлению."
234,Бурятский государственный университет,Улан-Удэ,"г. Улан-Удэ, ул. Смолина, д. 24, лит. А",+7 (3012) 21-74-26,udp@bsu.ru,http://www.bsu.ru/,"Бурятский государственный университет – это единственный классический университет в республике Бурятия. БГУ является системообразующим учебным заведением, поскольку готовит кадры для всех органов и структур образования, науки, управления, экономики, здравоохранения, социальной сферы региона."
235,Новокузнецкий институт (филиал) Кемеровского государственного университета,Новокузнецк,"г. Новокузнецк, ул. Циолковского, д. 23",+7 (3843) 20-96-80,priem.nbikemsu@gmail.com,http://nbikemsu.ru/,"Новокузнецкий институт (филиал) КемГУ – это структурное подразделение Кемеровского государственного университета, крупнейшего вуза Кузбасса. Обучение ведется по самым разным направлениям – от юриспруденции и экономики до сельского хозяйства и машиностроения."
236,Восточно-Сибирский государственный университет технологий и управления,Улан-Удэ,"г. Улан-Удэ, ул. Ключевская, д. 40, лит. В",+7 (3012) 41-01-95,pkesstu@mail.ru,https://esstu.ru/,"Восточно-Сибирский государственный университет технологий и управления (ВСГУТУ) является многопрофильным учебно-научно-инновационным комплексом с широко развитой инфраструктурой и современной материально-технической базой, обеспечивающим многоуровневую подготовку специалистов для различных отраслей экономики страны."
237,Орловский государственный университет имени И.С. Тургенева,Орел,"г. Орел, пл. Каменская, д. 1",+7 (4862) 41-77-77,info@oreluniver.ru,http://oreluniver.ru/,"Орловский государственный университет имени И. С. Тургенева – это первый опорный университет России; единственный в регионе многопрофильный центр, ведущий непрерывную подготовку специалистов всех уровней в области педагогического, инженерного, медицинского, естественнонаучного и гуманитарного образования."
238,Московский технический университет связи и информатики,Москва,"г. Москва, ул. Авиамоторная, д. 8, лит. А",+7 (495) 673-36-25,pk@mtuci.ru,http://www.mtuci.ru,"Московский технический университет связи и информатики (МТУСИ) - ведущий российский университет по подготовке специалистов в области информационных технологий, телекоммуникаций, радиотехники и информационной безопасности."
239,Южно-Уральский государственный университет,Челябинск,"г. Челябинск, пр. Ленина, д. 76",+7 (351) 267-94-52,prkom@susu.ru,https://www.susu.ru/ru,"Южно-Уральский государственный университет – один из ведущих вузов России. Университет ведет подготовку бакалавров, специалистов, магистров и аспирантов более чем по 300 направлениям технических, социально-экономических, юридических, естественно-научных и других областей."
240,Новосибирский государственный архитектурно-строительный университет (Сибстрин),Новосибирск,"г. Новосибирск, ул. Ленинградская, д. 113",+7 (383) 266-41-25,rector@sibstrin.ru,http://www.sibstrin.ru,"Новосибирский государственный архитектурно-строительный университет (Сибстрин) - первый и долгое время единственный вуз строительного профиля на территории Сибири и Дальнего Востока. Он выпускает специалистов строительного профиля: архитекторов и строителей, специалистов в области информационных технологий."
241,Орловский государственный университет экономики и торговли,Орел,"г. Орел, ул. Октябрьская, д. 12",+7 (4862) 25-50-32,оgiet@ogiet.ru,http://orelgiet.ru/,"Орловский государственный университет экономики и торговли является ведущим в регионе интегрированным учебным заведением в области экономики, финансов, бухгалтерского учета и аудита, менеджмента, маркетинга, товароведения и экспертизы товаров, торгового дела, инноватики, системного анализа и управления, коммерции, рекламы и технологии общественного питания."
242,Сыктывкарский государственный университет имени Питирима Сорокина,Сыктывкар,"г. Сыктывкар, Октябрьский пр., д. 55",+7 (8212) 39-04-45,abiturient@syktsu.ru,https://www.syktsu.ru/,"СГУ им. Питирима Сорокина - динамично развивающийся университетский комплекс с полувековой историей; крупнейший вуз Республики Коми, включающий в себя все уровни профессионального и дополнительного образования. Университет имеет развитую научно-инновационную инфраструктуру, основанную на взаимодействии с отраслевой и академической наукой, бизнес-сообществом, органами государственной власти и местного самоуправления."
243,Набережночелнинский филиал Казанского национального исследовательского технического университета им. А.Н. Туполева-КАИ,Набережные Челны,"г. Набережные Челны, ул. Академика Королева, д. 1",+7 (963)123-59-43,kaichelny@kaichelny.ru,https://chelny.kai.ru/,Набережночелнинский филиал – структурное подразделение Казанского национального исследовательского технического университета им. А.Н. Туполева-КАИ – одного из крупнейших технических университетов России.
244,Набережночелнинский институт (филиал) Казанского (Приволжского) федерального университета,Набережные Челны,"г. Набережные Челны, пр. Мира, д. 13, лит. А",+7 (8552) 39-66-24,priem-chelny@kpfu.ru,https://kpfu.ru/chelny,"Набережночелнинский институт (филиал) Казанского (Приволжского) федерального университета ведет обучение по широкому спектру образовательных программ: инженерно-технический профиль, физико-математический профиль, IT, социально-гуманитарный профиль, экономический и юридический профили."
245,Волгоградский государственный аграрный университет,Волгоград,"г. Волгоград, пр-т Университетский, д. 26",+7 (8442) 41-17-78,pricom@volgau.com,http://www.volgau.com,"Университет готовит специалистов для сельскохозяйственной отрасли народного хозяйства, а также экономистов, специалистов в области сервиса и туризма."
246,Ивановский государственный университет,Иваново,"г. Иваново, ул. Ермака, д. 39",+7 (4932) 93-94-78,pkivsu@yandex.ru,http://ivanovo.ac.ru/,"Ивановский государственный университет — это эффективный государственный университет, образовательные программы которого охватывают широкий спектр направлений: от нанотехнологий и фундаментальных наук до правоведения, гуманитарного и социального знания."
247,Ивановский государственный энергетический университет имени В.И. Ленина,Иваново,"г. Иваново, ул. Рабфаковская, д. 34",+7 (4932) 26-97-49,pri_com@ispu.ru,http://abiturient.ispu.ru/,Ивановский государственный энергетический университет имени В.И. Ленина (ИГЭУ) — один из старейших профильных университетов в системе подготовки кадров для энергетической отрасли России и зарубежных стран.
